,A01_01,A26_01,A26_02,A26_03,A30_02,A30_03,A30_04,A32_01,A30_01,A29_02,A02_01,A02_02,A02_03,A02_04,A02_05,A02_06,A02_07,A02_14,A02_17,A68_02,A69_01,A03_01,A11_01,A31_01,A33_01,A33_03,A66_01,A68_01,A74_01,A23_01,A24_02,B07_02,B07_03,B07_05,B15_08,B35_01,B35_03,B42_01,B51_01,B51_02,B51_03,B53_01,B54_01,B55_01,B55_02,B56_01,B67_01,B78_01,B08_01,B08_02,B14_02,B15_03,B15_09,B15_10,B15_18,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B27_09,B38_01,B39_01,B39_02,B39_09,B48_01,B73_01,B18_01,B37_01,B40_01,B40_02,B40_06,B44_02,B44_03,B45_01,B15_16,B15_17,B57_01,B57_02,B58_01,B58_02,B15_01,B15_02,B15_12,B15_13,B46_01,B52_01,C01_02,C03_02,C07_02,C08_01,C08_02,C12_02,C14_02,C16_01,C16_04,C02_02,C03_07,C03_15,C04_01,C05_01,C06_02,C07_07,C12_04,C12_05,C15_02,C16_02,C17_01,C18_01
A74_01,156.5,157.93,238.75,137.43,226.02,226.02,234.27,176.66,293.81,179.76,286.05,360.74,355.19,205.5,332.58,332.16,143.8,290.77,171.7,282.72,239.09,122.96,150.0,175.8,139.56,158.54,136.65,212.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A23_01,191.74,186.87,234.7,191.55,238.63,238.63,210.22,157.8,333.7,178.26,279.74,342.91,346.86,208.05,312.54,314.72,176.49,271.86,171.89,280.05,240.39,254.57,279.99,288.73,237.47,266.53,203.82,320.4,196.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A24_02,176.15,171.35,234.1,177.6,243.05,243.05,222.45,159.99,337.68,178.84,284.87,352.22,353.3,207.26,321.9,325.04,153.18,280.82,165.14,280.22,238.1,246.67,272.54,287.24,227.76,259.84,193.93,315.77,181.33,38.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_02,210.94,201.02,243.63,194.91,256.15,256.15,254.24,211.02,318.02,242.15,299.12,353.56,343.72,236.09,318.94,327.72,199.77,287.03,208.07,275.01,237.12,265.93,293.23,311.64,262.89,285.92,204.14,328.86,218.01,226.02,215.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_03,220.21,210.36,236.89,202.38,251.58,251.58,242.61,212.75,311.68,246.55,288.64,334.84,326.37,232.51,298.78,310.49,215.04,270.46,209.49,263.07,228.9,275.28,302.32,316.34,272.52,293.18,208.27,333.76,232.56,229.67,223.14,46.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_05,245.47,237.78,256.93,228.36,261.58,261.58,253.1,232.29,312.67,266.12,303.14,344.51,336.56,253.83,308.57,319.76,244.15,282.35,235.04,279.27,248.03,290.28,315.89,326.75,291.83,308.9,230.85,345.86,254.51,252.41,247.78,59.47,43.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_08,122.72,87.76,165.43,103.04,216.44,216.44,224.95,170.07,337.08,150.21,284.87,353.22,347.14,205.77,316.48,323.24,128.9,278.34,163.68,254.69,209.6,225.17,251.37,290.28,215.24,246.31,132.43,286.74,160.81,172.71,157.57,162.13,171.16,199.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_01,171.97,157.03,190.08,165.4,231.98,231.98,238.68,209.33,360.06,168.29,309.13,369.21,369.55,245.42,331.41,335.72,199.84,295.31,215.15,276.86,236.15,262.29,281.42,318.09,254.92,278.53,180.14,305.71,215.75,212.73,206.67,184.33,185.91,205.19,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_03,149.7,133.15,221.77,139.53,271.29,271.29,275.21,193.37,365.79,204.66,294.66,369.83,365.95,210.85,336.52,339.72,109.57,294.6,164.04,265.32,213.67,246.04,270.54,308.76,226.38,262.72,168.64,310.26,170.22,189.19,168.18,156.92,170.61,200.18,92.84,138.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B42_01,243.93,232.35,248.66,223.7,264.75,264.75,250.6,224.07,317.64,260.46,294.09,336.38,330.0,242.42,300.62,311.21,238.74,273.92,224.13,267.74,235.52,292.85,318.23,327.39,288.57,307.08,227.23,345.56,253.32,243.14,240.03,73.96,46.47,49.15,193.45,196.4,192.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_01,145.11,133.98,217.76,138.63,258.69,258.69,259.15,183.37,347.55,200.98,283.73,358.44,350.08,201.76,323.1,325.34,109.44,281.82,158.24,245.73,194.98,238.98,264.38,299.51,219.21,255.36,162.36,303.95,165.46,177.23,158.02,162.19,172.56,203.23,107.41,159.45,77.57,192.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_02,145.47,136.02,217.12,139.68,256.78,256.78,257.53,182.26,345.36,202.4,281.22,354.79,346.39,200.69,318.59,321.38,111.62,277.71,158.08,242.2,191.56,239.99,265.31,300.55,222.59,257.62,162.92,304.95,167.72,180.14,161.12,153.69,164.18,194.12,106.61,156.11,73.97,184.18,22.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_03,134.15,123.61,228.33,132.87,266.62,266.62,273.12,187.26,357.38,200.54,294.43,374.29,365.16,206.62,342.37,344.02,80.92,299.66,157.34,265.41,214.34,232.11,258.39,297.98,210.78,250.6,162.57,303.16,149.53,178.54,153.75,178.94,195.72,226.75,107.52,176.49,75.69,219.77,52.85,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B53_01,152.88,144.29,206.52,152.56,247.36,247.36,245.88,181.55,357.12,182.03,295.45,363.66,362.98,222.19,329.03,332.52,153.54,289.3,184.32,265.73,219.96,247.41,269.67,305.16,233.28,263.7,171.54,302.43,185.13,177.24,166.41,168.44,175.58,201.15,100.36,106.86,100.13,190.63,103.84,100.62,120.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B54_01,185.48,179.09,242.52,173.72,268.14,268.14,271.51,223.32,340.92,228.23,287.96,355.51,342.65,222.62,317.31,319.25,164.21,283.03,194.27,244.38,204.39,258.77,281.63,310.58,239.84,269.48,186.4,310.03,199.7,223.54,209.17,164.68,175.04,195.39,150.27,171.55,134.29,186.68,120.67,115.03,135.44,148.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B55_01,154.57,146.82,233.84,145.41,253.41,253.41,262.59,197.42,330.13,207.98,290.6,364.55,350.86,211.57,329.8,332.44,121.38,290.96,171.88,262.28,216.31,231.57,258.94,291.65,216.38,250.13,165.63,299.71,161.5,197.69,177.63,134.12,155.53,179.77,116.45,167.35,100.13,177.19,93.28,89.19,89.82,133.94,79.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B55_02,173.05,167.01,241.75,163.22,261.08,261.08,267.41,211.73,335.09,219.36,290.11,360.92,348.07,218.24,325.38,327.44,146.33,288.62,184.79,257.99,214.85,245.05,270.3,300.3,228.48,259.81,178.74,305.29,181.48,211.72,194.93,141.35,158.37,179.17,136.17,168.19,117.88,174.21,110.27,104.67,117.02,140.08,45.48,43.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B56_01,159.63,151.29,237.55,150.78,263.07,263.07,270.97,203.26,343.0,212.05,292.13,366.93,354.99,213.87,332.42,334.18,123.86,293.34,174.74,261.64,215.05,239.42,265.04,299.14,221.49,255.75,171.59,303.6,168.64,201.93,182.07,145.71,165.26,189.3,120.36,163.44,94.8,184.14,91.65,86.78,90.7,129.56,62.67,30.6,32.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B67_01,207.84,196.31,227.8,190.13,261.85,261.85,252.6,208.93,340.48,233.36,281.3,335.19,333.83,222.13,297.06,304.16,198.11,263.8,196.67,249.07,208.45,276.35,299.37,321.38,266.83,290.54,199.83,327.7,226.62,221.18,214.29,93.57,85.59,101.75,152.04,146.91,132.8,89.34,148.59,138.32,176.37,139.99,143.67,142.16,134.76,139.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B78_01,150.31,135.33,207.88,131.65,244.79,244.79,246.34,186.95,326.21,199.34,274.84,345.01,333.3,197.87,306.17,310.16,125.59,268.29,160.16,231.82,184.69,235.68,261.37,292.45,216.25,249.29,150.63,295.46,168.46,187.85,171.24,136.43,144.61,174.08,100.62,145.32,86.28,163.4,64.96,63.14,86.57,116.77,81.04,63.1,72.93,63.52,122.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08_01,219.9,211.54,235.11,202.9,241.96,241.96,223.28,207.18,290.01,236.33,264.15,308.88,296.65,207.53,280.73,292.02,213.45,254.44,190.01,257.84,227.86,268.07,299.67,300.37,257.23,278.94,206.26,328.55,226.81,213.05,210.79,168.95,150.78,177.61,186.36,221.91,204.79,158.31,192.21,192.74,206.14,209.99,205.89,187.13,196.29,198.86,182.7,166.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08_02,126.44,118.73,218.24,125.23,243.48,243.48,246.56,168.99,332.7,183.92,279.76,356.12,347.56,191.05,327.01,331.03,82.57,285.44,141.35,265.65,217.71,216.31,247.31,278.09,197.52,235.82,151.96,293.55,135.36,158.01,135.14,168.3,181.75,214.31,100.11,177.91,95.96,206.99,88.32,93.25,62.0,129.44,151.61,98.38,128.9,107.59,177.36,99.63,165.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B14_02,155.43,140.94,210.76,140.05,237.15,237.15,231.02,173.63,320.66,195.29,275.15,342.64,334.44,194.61,305.28,311.04,132.56,267.22,154.89,247.8,203.41,237.27,264.64,289.29,217.9,251.8,159.22,303.87,169.6,169.16,155.05,164.21,167.56,197.7,118.28,176.9,120.16,187.93,113.39,116.87,113.4,151.15,159.73,123.05,143.99,131.62,161.13,104.2,142.62,90.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_03,339.15,340.61,307.81,339.17,237.3,237.3,222.83,291.42,351.86,287.4,349.59,360.28,365.74,334.61,321.49,327.23,378.51,305.6,336.73,369.67,355.18,368.21,390.17,392.33,395.16,400.14,333.99,417.87,363.91,320.13,336.18,340.46,323.64,328.19,313.47,304.5,366.97,325.01,361.87,360.07,378.95,338.43,371.99,365.97,369.65,372.92,328.58,346.48,306.87,354.17,316.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_09,143.76,135.74,226.5,140.83,254.08,254.08,256.09,185.65,349.55,197.28,286.91,360.76,355.37,203.25,326.87,330.96,106.18,285.67,156.56,268.68,220.9,237.19,263.94,298.21,218.86,255.71,167.04,307.94,161.84,174.86,154.29,180.35,192.16,221.22,112.22,176.73,96.01,217.27,106.02,107.91,89.37,142.79,161.35,117.23,142.13,121.73,173.25,112.78,194.53,85.02,77.83,340.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_10,143.21,133.7,233.76,141.57,262.97,262.97,268.03,189.96,357.49,201.05,296.57,373.24,366.46,209.74,341.03,344.5,96.46,299.19,160.5,278.59,230.22,237.01,263.96,300.78,217.75,256.37,170.57,310.1,157.53,177.96,154.62,186.54,201.69,231.33,113.4,183.79,93.74,227.64,103.72,106.79,76.65,144.91,163.5,113.94,142.2,118.6,184.4,115.85,203.91,75.78,87.7,355.74,25.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_18,138.72,129.5,200.52,136.74,212.81,212.81,217.77,175.72,332.73,157.4,286.83,354.52,350.31,209.81,318.61,323.58,141.61,279.22,169.7,270.62,227.3,228.98,256.15,288.38,218.91,250.27,157.44,296.65,167.57,165.06,153.0,185.17,192.38,218.79,93.52,145.7,127.05,214.68,132.96,134.51,127.75,138.01,175.42,139.46,159.57,145.71,177.03,130.32,187.68,110.16,92.94,285.98,80.49,89.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_02,143.95,140.61,246.52,150.53,262.34,262.34,271.93,188.25,355.62,199.53,305.17,385.84,378.05,217.36,356.59,356.92,98.2,312.43,168.9,294.95,246.69,227.67,255.91,291.52,212.59,251.48,178.15,307.49,146.32,176.87,153.87,204.23,223.23,251.1,131.03,202.82,120.05,248.36,120.32,124.24,85.38,155.05,176.69,124.92,154.0,130.74,211.18,137.89,218.46,76.89,118.67,369.97,96.93,82.18,120.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_03,139.75,138.13,239.79,142.86,249.59,249.59,258.72,185.57,337.99,194.47,295.81,374.53,366.5,209.87,344.5,345.44,101.08,301.18,163.5,285.27,238.1,213.99,243.29,275.48,201.34,238.4,166.75,294.51,135.64,176.75,155.16,196.45,214.04,241.3,129.07,199.78,122.41,239.39,120.38,123.65,90.55,155.83,171.55,120.78,148.94,128.29,204.58,132.77,207.38,76.12,112.59,361.89,98.21,87.43,118.07,33.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_04,142.53,137.92,242.92,146.02,257.46,257.46,268.0,187.77,347.37,198.71,300.99,380.86,371.6,213.37,351.02,351.92,97.14,307.57,165.5,290.44,242.49,223.69,253.38,287.95,210.22,248.55,173.22,304.93,143.77,179.37,156.25,196.93,215.59,243.37,126.75,199.97,117.73,241.18,118.36,121.83,84.87,156.58,171.33,118.04,148.07,125.49,205.43,131.4,209.27,72.85,108.89,365.0,91.66,77.99,115.27,26.92,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
