,C12_05,B27_03,A69_01,B44_03,C03_02,A26_03,C15_02,B73_01,A68_01,B15_02,B40_06,B55_02,C08_02,B35_01,B27_05,A33_03,B08_02,A32_01,B07_05,C04_01,A02_14,C17_01,C03_15,B15_12,B58_01,B55_01,A02_05,B40_02,C12_02,C16_04,B58_02,B15_16,A66_01,A02_03,C12_04,B08_01,B35_03,B78_01,C14_02,A02_06,B46_01,A01_01,B54_01,A33_01,C18_01,B51_02,B07_02,A30_04,B45_01,B57_01,A74_01,A11_01,C05_01,B56_01,C01_02,C07_07,B44_02,B15_10,C08_01,B15_17,C03_07,A68_02,C16_01,A30_02,A23_01,A02_01,A02_04,A30_03,C06_02,B39_09,B48_01,B15_13,A30_01,B27_06,A02_17,B27_07,B15_18,B27_09,B15_09,B51_03,A02_02,A24_02,B42_01,B07_03,B15_01,B39_02,A29_02,C16_02,B27_04,B40_01,B39_01,B67_01,B53_01,A03_01,B15_03,A31_01,B51_01,A02_07,B57_02,B38_01,C07_02,B15_08,B27_02,B52_01,B37_01,A26_01,B14_02,C02_02,A26_02,B18_01
A02_05,12.79378890787123,18.3369177055319,8.31976381216074,14.948362249989817,13.041905982234818,11.32949527406025,10.88993579881039,17.239413959544244,10.853284762169347,16.263077834686403,13.981668261793565,12.899234737689838,11.183700835253303,13.309919113902051,18.298977964090817,12.919416279025835,16.849364165842132,10.456850955851849,14.386059899199704,13.099957760187399,3.227198865697736,10.515041061544471,12.814231845223073,15.101032926861675,10.46356897680199,13.737293839262607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_02,15.77132609811548,13.677203825211437,14.947149644279817,10.357116591990954,14.669680290343605,17.317230433937244,14.459409594417647,12.733075699541455,16.16225573501867,12.031768529916658,3.811554032377309,13.272688651505149,14.774470997147176,14.125348422785763,13.626994018545856,14.967663161584676,13.290090468811242,14.97094252195321,13.935850031233,13.550314440270842,14.047105051785994,14.394289719840696,14.938964108046182,11.753561563865864,12.851900528514365,14.174256640764282,14.55389774289084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12_02,5.7255287244197515,15.813263989302708,13.765444101326954,13.930416188085383,3.5710762814871564,11.446029638901752,8.594993345210158,17.597606728676546,12.440065465693797,12.597893133155697,15.442946959361235,12.199590041158721,8.000852639122142,11.136808295409386,15.787349999935401,14.28878083092754,14.45287736657066,12.37107656331884,9.859778493596947,10.143273529217753,13.229374320228183,8.923814785373642,4.779572313976355,10.870283573214175,10.238714616092476,10.661109616501463,12.768614039538441,15.029142697826552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16_04,5.8988913779234995,16.9879794960379,13.521907222203627,14.3870041068741,7.700109948898668,13.676517607714066,10.293914845185391,17.581180574712995,12.114903766512942,14.10515296039406,15.277871533696214,11.381272157904899,10.292329199424389,10.996621567430571,16.934981051597877,14.346245907914954,15.026610475502647,11.764100217768588,11.586014086139896,12.588214480086712,12.981206599186594,10.408952508647939,8.318593915792988,12.673643457472618,10.0633267533302,11.546562332267532,12.490143628711538,14.925517726560399,6.873350153958509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58_02,10.671787605294009,17.86026687325806,12.162872173439615,13.183813316284628,11.72013702362741,14.097933975381606,11.856454502425654,17.512415531660945,12.130538022477761,13.616597002838699,13.556839890736716,11.874920876893283,13.046499959172701,10.061993747706731,17.781648345299928,13.484757243311702,15.583840372094505,9.664877345731824,13.631925627203152,14.377778973970148,10.799993116034013,12.042854703183135,11.479005406255247,12.860984142334706,5.205191157198904,12.889386451204235,11.052248717515342,13.322946088397698,11.910303955201494,9.98309917377878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_16,10.20491490818859,17.322377151978507,12.7390031367208,13.228673284378761,8.862109863243893,11.153213809208589,10.151199659429807,18.54538449696312,12.223249265961089,12.111552521654147,14.930763506573074,13.102359522508662,10.749358950833814,10.537168187438635,17.280853730382905,13.484352477373417,15.261400423001454,9.835317196363103,11.777666179331678,12.36315809754802,11.21457428180525,10.268993016902646,8.656668083905592,11.430742025829913,6.066681740207049,12.073088898066034,11.490520292177301,14.751194903026501,9.531692952820256,11.1964844519093,8.267374666265779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A66_01,12.049254933340977,16.525452864988022,10.228965086140315,14.864257731085635,11.687041107369177,4.310597029007043,12.780960799219645,17.448405877163474,7.106237951455493,12.609799801975266,17.467416215619114,13.611996208518965,12.951088159884229,12.363376574840919,16.487412349534264,9.568233263351331,14.22711115512018,11.891699095380345,11.775586666114641,13.410967390495127,13.232044660232148,12.925710732337775,11.399369389691941,13.887091274929741,13.066911488015945,12.279519623521571,12.682703500396103,17.379299287316112,10.997869099246321,13.278247383786194,14.30962791413434,11.888790765050532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_03,11.999558380573879,18.924921343931164,10.035520778504516,15.859636602700139,12.428600582084634,9.930021942089793,10.458790979002488,18.130887092841473,11.673861048525476,15.747625911761578,15.220707661990717,14.26683608512538,10.137585067026611,14.158734491716103,18.887096412907773,13.581001103109479,17.033796160071642,11.05286487682224,13.539176154682034,11.913801062592295,6.7336619916192575,10.063495295024499,12.169152791945402,14.326831881123086,11.71183420171312,13.324112171170308,5.529450586507941,15.711320275618798,11.859904574221062,13.072096843608866,12.37727604411132,10.651364701797325,11.387267111011486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12_04,0.5646256559407317,17.284402275058813,13.973514006283283,14.737921684950221,7.200739163761214,12.563876417429926,8.545785509122295,18.285016641963942,12.415913289558931,13.969720959420453,16.075180541276715,12.474108277227375,9.201733992509203,12.154897935021703,17.230399862556087,14.835937350218607,15.174615276566085,12.349649337274295,10.787800450371707,10.740726329027645,13.43584794556287,8.686471403478029,6.206071393157588,12.21220389832492,10.69645499602646,11.195816507803139,12.775467659921764,15.760675017617848,5.799130270766958,5.9313489593139845,10.6334650017371,10.257543754244967,12.073084874154786,12.007494978577167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08_01,15.281896018176305,15.167636596921827,14.372366824254854,15.22130055979545,13.883223143060508,15.62521166378252,14.64817331395162,14.19103666386264,14.289029295120589,13.320093044872715,14.012604634172448,11.533736181313818,14.506805420349176,12.345022308110128,15.158867561075429,13.278692517664384,2.939210201081202,15.348770659949361,10.041568674596538,12.872220824533956,16.8799964363017,14.78717483058582,14.239376423656454,15.227076653483456,14.83731638935178,11.612182998263041,17.15322993046803,13.004165631742925,14.190427797161657,14.769173977204279,15.662649065778043,15.328061173349814,14.612212835344613,17.339358791297865,15.299998380130129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_03,13.99130505808572,19.055355745970584,9.40001992483513,14.351076580629817,13.463452449259492,13.409146978184902,11.51840293160744,14.994167278108538,11.511779460963513,12.47785348428041,13.677940498281338,8.235241074294654,11.707963817006226,7.084563568842937,19.017801600384924,13.274628181715851,13.762833977029556,12.881076040803531,11.189364368679245,14.13140495423488,11.185119208398405,11.114608080202723,13.707804634193888,14.822974062384857,10.880109137496234,9.723535770171143,11.715169026805171,14.108715931347998,13.913480926944661,13.091898448154604,11.232802624603842,12.538887613322087,14.126004415578098,12.93776338101955,13.985715658945256,13.468367128977764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B78_01,12.38093016746464,17.732247562296866,10.92123745192986,14.958814608988327,11.559638425329055,12.512822035792228,10.974642427217464,14.352535429612614,11.882413899937172,11.79075538384889,13.97208897103673,8.169810636357772,10.93534159477793,9.50641520478581,17.71355016854845,12.341361095828136,10.96692526362556,13.250524495725774,7.7893197940315,12.345488613498002,13.579851755225201,10.742631361782015,11.892153998775369,13.706076391443588,12.743879383919854,6.601853534948217,13.896531215502886,14.355929065958797,11.942141970717605,12.670812072373986,13.146069548732111,12.241484448827752,12.088583963704183,13.236704031925948,12.37589723171195,10.648421808835689,9.01469033397487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14_02,8.225165866211917,15.488236359730188,15.451771306741328,14.86453687682243,7.48472792788291,13.813735725839306,11.023042126763979,17.053293737594615,14.159340998161294,13.098307701908698,15.196837408624642,13.685006388060359,10.018805216319887,13.301472302116043,15.464715831733244,14.34353518632622,12.915645583451624,13.721174724091368,10.247369189464607,8.395764155350017,15.397140564740274,11.329529571095453,8.188694454653529,11.888704368708327,12.44074054365663,12.091919524594074,15.222990781242967,14.218578420855778,7.158771250350183,9.169759650611667,13.172137740046514,11.779306648481557,13.000640212644601,14.066308831609053,8.261598817882978,12.61162754852651,15.807557443422269,12.915298942488091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_06,13.411096542950453,17.87024432927309,7.62662028294095,14.5110637042801,12.737395246333634,11.75968766342613,10.599049186718151,16.831780812716598,11.036564029814578,16.04843797868214,13.582867318727136,12.443211307940018,11.306030713200663,12.890255042342973,17.82807106976946,12.25095648343012,16.629038001812642,9.720910240108909,14.449531387839302,13.108149708927192,1.4095095902825185,10.273584341155525,12.513643770568445,15.465096215171016,9.894256578652483,13.505919564292833,3.1953329891843683,14.182243035318633,13.180060073501567,12.953927937808812,10.786366555469254,11.194795495620795,13.081441590291956,6.621617679906118,13.392297920097496,16.93891542393256,11.377772207222884,13.679218897530927,15.351387571526436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B46_01,6.7193073133228856,16.809055568318836,13.774866499810587,14.717184627480076,5.094259296458706,11.367618285900935,9.293906915859585,18.546644678906393,12.474528783621421,13.354245611957097,16.253888628495858,12.335911196909274,8.707160628042546,11.241270585751987,16.782041380826932,14.457528349739487,14.884798880758735,12.073138650796079,10.139773644789773,11.197945505563617,13.010617007998402,9.52350746715518,6.102476546291896,11.59127651765587,10.118194817631133,10.80771813407818,12.477610623798205,15.893051999278661,3.750880023960639,7.685317584310791,11.894564456903712,8.644377486132802,11.146399708374844,11.54187479115488,6.864273064990277,14.617014309067669,13.923946272322748,12.168389198356977,8.661393690423708,12.909638511224095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A01_01,12.881474378726523,17.538343360388332,13.399572795492562,13.681500584122622,12.212095768469753,12.540963820341931,12.256447036545072,18.753360271916126,11.522190003974712,15.934862046397653,16.951993819789998,14.101082370862047,12.353238013965433,13.523462067280784,17.50246078986947,12.636664844817245,15.908812144990286,9.61607041206775,13.94717435317009,13.80281599608817,12.460183090496592,12.5690432025238,12.19489133857935,13.561254293441499,11.261419293229512,13.839327578510035,12.591159767626387,16.956203999934996,12.529292390893652,12.207980197373853,12.463876687944907,10.872693430919732,12.777571579443839,12.074315494507168,12.924340473786797,16.10445502615819,14.329708146055689,13.768601717256011,13.722434864822821,12.416628671663947,11.953590556104006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B54_01,12.56262004636787,17.064455051350944,10.00134551555871,14.80866950050687,11.69939761822559,13.725575903551901,10.43844867406008,13.485497284207696,11.03269544553953,12.970256626127687,13.194277440431048,3.1250569940856336,11.483114594860691,9.116259926582108,17.037222040338158,11.37903762209988,12.0562573817389,12.549588826911755,9.493540254416274,12.912374145612846,12.643354310749125,10.795282191518565,12.029180859131943,15.095389731393217,11.91806107875903,5.899501751509586,13.18979196287847,13.605112295083554,12.226308502508969,11.479138397452994,12.117508597312261,13.482828518204402,13.37959239396949,14.495077422786453,12.560662076517056,11.743103451387503,8.369721860547285,8.094478942918116,13.565049549077548,12.73674231412515,12.770816127293015,14.43600955452061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A33_01,15.142551197931716,15.38594145850769,9.751309781482517,14.223739739727776,14.069594798448403,10.305154526245687,14.540999936620157,14.36229992312402,7.489184356306458,13.986263762394506,15.228577911151211,12.032519615447722,15.55267318941914,12.276358829774328,15.372437319364089,2.7351281781879075,13.244374014258344,9.615159249917173,14.10462142009682,14.84999484385459,12.611644212463181,14.751376763295937,14.012856533182465,15.832466459373071,12.643829859404061,12.812611518227655,13.213869993556363,15.239761807732295,14.603584337776649,14.684656364456677,13.802671564455402,13.726732482728078,10.039306798876739,13.85082295090164,15.185341222723272,13.538076717963497,13.592720742401903,12.123065888137214,14.67740784231246,12.556467799177067,14.716974092891212,12.553641791995075,11.775904283269597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18_01,11.513294686588285,15.222947698200443,14.214519496500209,14.9414000009121,10.589040106241873,14.216682706254886,8.479881925359749,15.774354255989305,14.943246711294334,15.056716455204675,14.29136912439547,13.594139526176248,7.828341448335869,15.313311572348592,15.209970753628525,15.126381137921307,12.028036422651345,14.704748500376537,10.914223623316936,4.405853736898027,13.77505675876703,8.131538932096255,9.805483691431188,14.290975816980044,14.174206195111138,12.079859086476597,13.876972371564197,14.163243480165395,10.73850364600245,13.307490332801947,15.490757027176064,13.283091727350074,13.753352907133786,12.795908939452147,11.529623403403615,12.381350369714548,14.767890497862231,12.889722027104233,9.825340525378884,13.873991857927948,11.718300574782141,14.383684415193155,13.547100739305058,15.436608565552753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_02,12.605416209258633,19.322854480190184,10.697652748751285,15.19843854080225,12.862565787677928,12.221756861034466,10.886143435708716,15.878419383327287,12.04116261654401,12.15744840566444,14.277013447564572,9.532033516956664,11.477412525835621,9.399015909088021,19.289266622452402,13.294365266236605,13.154282175193941,13.301635961939926,9.430908595831383,13.098886577387427,12.48837255731239,10.626599269893994,12.50065076421733,14.370691806002386,11.453744279935716,8.465501128809136,12.746184279144966,14.855334933920345,13.131391239973173,13.453883403757608,11.27334283867768,10.920968579921585,12.654849427210019,12.19420008855381,12.576348965628666,13.410898163258441,7.818832110476662,6.881597891385393,14.604867834040412,12.59381071895572,13.237087262867325,14.376555520654975,9.481326069700101,13.666057168448907,13.9189672514504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_02,10.985568489979048,16.77243191394271,12.471801245192104,14.679634524764682,9.779301051803593,12.219495459516645,10.292744055149402,15.273329893835658,12.499034111063594,11.045957741102642,14.460748351516536,9.176992446344753,9.088315077086694,10.521821000752551,16.736881889983383,13.698333677059447,10.232846821254812,14.289668168799079,2.3018018165260417,10.382858044369902,14.405495020204429,10.219074233291773,10.202771845332153,12.909352822579836,12.894858654809859,6.989184894579542,14.424076027644292,14.002333956353477,9.965143896327609,11.59751245759465,13.774908266902678,11.777683422911409,11.855632448628285,13.697458954808786,11.006879659310846,9.820700250528423,11.157884785830927,7.884296282923089,10.338472777267068,14.483311264490158,10.271323572403483,13.889765534263898,9.639855259399821,14.012440173828674,10.984030773959342,9.678524279859113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_04,13.331405274821236,14.793520390706723,11.068182478243948,13.997836379907266,12.879340872632763,12.389407346241374,12.448151706539857,15.810484952080905,10.79626310845882,15.150947919314001,12.929383348972992,12.743809960353554,13.145378054862158,13.845452434082242,14.769229660420796,10.062457828220627,13.366063159310622,9.637776307558257,13.880798882876812,11.41865701034267,10.115551154519704,12.636558878098738,12.776022794505595,14.050633006262922,11.342797261619841,13.372871967867885,9.99229827027252,12.680737156804774,12.646927742756919,13.024045739624482,12.298371578809865,12.3281903263393,12.135524982231228,10.772456993342834,13.341972199135713,13.680376363929575,14.169228836852138,13.50268183293651,12.243924450591173,10.144464699495813,12.811958482745908,12.337218537885407,12.756513836710191,10.400423677652004,12.621264281522643,14.482076230811488,13.845791798629675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
